Resume_ID,Branch,Specialization,CGPA,Extracted_Keywords,Job_Role,Match_Percentage
R06085,Information Technology,Human-Computer Interaction,9.25,"Stakeholder Management, Agile, Roadmap Planning, Scrum",Product Manager,69
R06086,Electrical,Control Systems,9.31,"Node.js, Express.js, Docker, MongoDB, React",Full Stack Developer,74
R06087,Data Science,Big Data,8.71,"Selenium, Automation Testing, JUnit",QA Engineer,82
R06088,Data Science,Data Engineering,8.88,"Embedded Systems, RTOS, ARM, IoT, C++",Embedded Engineer,88
R06089,Computer Science,Machine Learning,8.84,"Google Analytics, AdWords, SEO, Content Marketing",Digital Marketing Exec,77
R06090,Electrical,Power Systems,9.64,"Data Visualization, SQL, Tableau, Excel",Data Analyst,99
R06091,Mechanical,Product Design,7.83,"CSS, JavaScript, HTML, Redux",Frontend Developer,65
R06092,Civil,Structural Engineering,9.35,"Content Marketing, Google Analytics, AdWords, SEO",Digital Marketing Exec,68
R06093,Artificial Intelligence,Natural Language Processing,8.79,"Python, Machine Learning, Statistics, TensorFlow",Data Scientist,73
R06094,MBA (Tech Mgmt),Product Management,9.02,"SQL, Python, Statistics, Machine Learning, TensorFlow",Data Scientist,71
R06095,Computer Science,Cybersecurity,7.59,"Machine Learning, SQL, Statistics, TensorFlow, Python",Data Scientist,77
R06096,Artificial Intelligence,Natural Language Processing,7.03,"JUnit, Selenium, Automation Testing",QA Engineer,68
R06097,Artificial Intelligence,Computer Vision,9.61,"React, Docker, Express.js, Node.js",Full Stack Developer,68
R06098,Civil,Construction Management,8.42,"Cloud Security, AWS, GCP",Cloud Engineer,100
R06099,MBA (Tech Mgmt),Product Management,7.23,"AWS, Azure, Cloud Security",Cloud Engineer,77
R06100,Electronics,VLSI Design,7.55,"SEO, AdWords, Google Analytics",Digital Marketing Exec,77
R06101,Electronics,IoT & Cloud Systems,9.25,"Agile, Roadmap Planning, Scrum",Product Manager,88
R06102,Civil,Structural Engineering,8.73,"Python, Machine Learning, SQL",Data Scientist,93
R06103,Data Science,Business Analytics,9.01,"JUnit, Selenium, Manual Testing",QA Engineer,80
R06104,Electrical,Embedded Systems,8.34,"Transformers, NLP, Python, Hugging Face",NLP Engineer,76
R06105,Data Science,Big Data,8.28,"Roadmap Planning, Agile, Scrum",Product Manager,85
R06106,Artificial Intelligence,Computer Vision,8.78,"SIEM, Firewalls, Network Security, Ethical Hacking, Penetration Testing",Cybersecurity Analyst,92
R06107,Data Science,Business Analytics,7.22,"Selenium, Manual Testing, Automation Testing",QA Engineer,70
R06108,Electronics,IoT & Cloud Systems,7.66,"Redux, JavaScript, CSS, HTML",Frontend Developer,87
R06109,Artificial Intelligence,Natural Language Processing,7.94,"RTOS, C++, IoT",Embedded Engineer,69
R06110,Artificial Intelligence,Natural Language Processing,7.45,"Python, NLP, Transformers, Text Mining, Hugging Face",NLP Engineer,94
R06111,Information Technology,Human-Computer Interaction,7.46,"Firewalls, Ethical Hacking, SIEM",Cybersecurity Analyst,94
R06112,MBA (Tech Mgmt),Product Management,8.92,"Roadmap Planning, Agile, Stakeholder Management, Scrum",Product Manager,79
R06113,MBA (Tech Mgmt),Product Management,7.57,"SQL, Java, Microservices, Spring Boot, REST APIs",Backend Developer,99
R06114,Civil,Construction Management,8.48,"JUnit, Selenium, Automation Testing, Manual Testing",QA Engineer,73
R06115,Information Technology,Web Development,8.5,"Power BI, Excel, Tableau, Data Visualization",Data Analyst,70
R06116,MBA (Tech Mgmt),Product Management,7.77,"SQL, REST APIs, Java, Spring Boot",Backend Developer,95
R06117,Artificial Intelligence,Natural Language Processing,8.16,"JUnit, Automation Testing, Selenium",QA Engineer,87
R06118,Information Technology,Human-Computer Interaction,7.34,"Python, Hugging Face, NLP, Transformers",NLP Engineer,80
R06119,Electrical,Power Systems,9.08,"Express.js, MongoDB, Docker, React",Full Stack Developer,81
R06120,Information Technology,Human-Computer Interaction,8.98,"SIEM, Penetration Testing, Firewalls, Network Security",Cybersecurity Analyst,76
R06121,Computer Science,Software Engineering,8.51,"User Research, Prototyping, UI/UX Design",UI/UX Designer,65
R06122,Electrical,Power Systems,7.33,"Node.js, Docker, MongoDB, Express.js",Full Stack Developer,99
R06123,Mechanical,Product Design,9.52,"HTML, React, Redux, CSS, JavaScript",Frontend Developer,87
R06124,Civil,Structural Engineering,7.72,"Node.js, Express.js, React, MongoDB, Docker",Full Stack Developer,68
R06125,Computer Science,Cloud Computing,7.45,"Figma, UI/UX Design, Prototyping, Wireframing, User Research",UI/UX Designer,93
R06126,Computer Science,Machine Learning,7.45,"Docker, MongoDB, Express.js",Full Stack Developer,86
R06127,Data Science,Big Data,8.65,"JUnit, Manual Testing, Selenium",QA Engineer,67
R06128,Computer Science,Cybersecurity,7.4,"Figma, Wireframing, UI/UX Design, User Research",UI/UX Designer,77
R06129,Computer Science,Software Engineering,8.76,"Agile, Scrum, Roadmap Planning",Product Manager,69
R06130,Computer Science,Cloud Computing,9.2,"Stakeholder Management, Scrum, Roadmap Planning, Agile",Product Manager,91
R06131,Electronics,VLSI Design,8.97,"SEO, Content Marketing, Google Analytics",Digital Marketing Exec,92
R06132,Artificial Intelligence,Computer Vision,7.47,"Terraform, Docker, CI/CD",DevOps Engineer,70
R06133,Electronics,Embedded Systems,7.99,"C++, ARM, IoT, Embedded Systems",Embedded Engineer,72
R06134,MBA (Tech Mgmt),Operations Management,9.39,"Content Marketing, Google Analytics, AdWords",Digital Marketing Exec,75
R06135,Electrical,Control Systems,8.21,"Docker, CI/CD, Kubernetes, AWS",DevOps Engineer,75
R06136,Computer Science,Web Development,8.9,"Google Analytics, AdWords, SEO, Content Marketing",Digital Marketing Exec,68
R06137,Mechanical,Product Design,8.27,"Data Visualization, Tableau, Excel, SQL, Power BI",Data Analyst,90
R06138,MBA (Tech Mgmt),Digital Business,9.26,"AWS, Cloud Security, GCP",Cloud Engineer,80
R06139,Information Technology,Web Development,8.34,"Node.js, Express.js, Docker, MongoDB, React",Full Stack Developer,70
R06140,Artificial Intelligence,Deep Learning,9.04,"Redux, CSS, React, JavaScript",Frontend Developer,93
R06141,Electronics,IoT & Cloud Systems,9.32,"Network Security, SIEM, Ethical Hacking",Cybersecurity Analyst,78
R06142,Electronics,IoT & Cloud Systems,9.38,"Docker, Kubernetes, Terraform",DevOps Engineer,97
R06143,MBA (Tech Mgmt),Operations Management,9.28,"Google Analytics, Content Marketing, AdWords, SEO",Digital Marketing Exec,75
R06144,Computer Science,Cloud Computing,7.64,"Stakeholder Management, Scrum, Roadmap Planning, Agile",Product Manager,95
R06145,Electrical,Embedded Systems,7.58,"Wireframing, Prototyping, User Research",UI/UX Designer,92
R06146,Artificial Intelligence,Deep Learning,9.1,"Excel, Power BI, SQL",Data Analyst,72
R06147,Civil,Structural Engineering,9.41,"Figma, Prototyping, Wireframing, User Research, UI/UX Design",UI/UX Designer,84
R06148,Electrical,Power Systems,8.85,"Docker, Express.js, React, MongoDB, Node.js",Full Stack Developer,92
R06149,Electrical,Power Systems,7.3,"Excel, SQL, Tableau, Data Visualization, Power BI",Data Analyst,82
R06150,Data Science,Data Engineering,8.47,"AWS, Kubernetes, Terraform, Docker",DevOps Engineer,86
R06151,Data Science,Data Engineering,7.6,"Automation Testing, JUnit, Manual Testing",QA Engineer,92
R06152,MBA (Tech Mgmt),Operations Management,7.22,"Express.js, React, MongoDB, Docker, Node.js",Full Stack Developer,98
R06153,Computer Science,Cybersecurity,9.41,"Network Security, Ethical Hacking, Penetration Testing",Cybersecurity Analyst,80
R06154,Data Science,Big Data,8.03,"Manual Testing, Selenium, JUnit, Automation Testing",QA Engineer,85
R06155,Civil,Construction Management,9.28,"Ethical Hacking, SIEM, Firewalls, Network Security",Cybersecurity Analyst,80
R06156,Data Science,Data Engineering,9.15,"Roadmap Planning, Scrum, Stakeholder Management, Agile",Product Manager,68
R06157,Mechanical,Automation,8.31,"Selenium, Manual Testing, Automation Testing, JUnit",QA Engineer,80
R06158,Electrical,Power Systems,7.44,"Network Security, Firewalls, SIEM",Cybersecurity Analyst,92
R06159,Data Science,Data Engineering,8.59,"Penetration Testing, Ethical Hacking, SIEM, Firewalls, Network Security",Cybersecurity Analyst,87
R06160,Electrical,Embedded Systems,7.47,"IoT, Embedded Systems, ARM, RTOS",Embedded Engineer,80
R06161,Information Technology,Web Development,8.35,"Cloud Security, GCP, AWS, Azure, Kubernetes",Cloud Engineer,75
R06162,MBA (Tech Mgmt),Operations Management,7.06,"Penetration Testing, Ethical Hacking, SIEM",Cybersecurity Analyst,88
R06163,Artificial Intelligence,Natural Language Processing,9.2,"Text Mining, NLP, Hugging Face, Transformers, Python",NLP Engineer,96
R06164,Civil,Structural Engineering,8.84,"Prototyping, User Research, UI/UX Design",UI/UX Designer,80
R06165,Civil,Construction Management,7.72,"NLP, Text Mining, Hugging Face, Transformers",NLP Engineer,79
R06166,Electronics,IoT & Cloud Systems,9.47,"Scrum, Roadmap Planning, Agile",Product Manager,71
R06167,Information Technology,Web Development,8.6,"Statistics, TensorFlow, SQL, Python",Data Scientist,70
R06168,Civil,Structural Engineering,7.52,"Prototyping, UI/UX Design, Wireframing, User Research, Figma",UI/UX Designer,91
R06169,MBA (Tech Mgmt),Digital Business,8.1,"Manual Testing, Automation Testing, Selenium",QA Engineer,93
R06170,Mechanical,Robotics,7.6,"Transformers, Python, Hugging Face, Text Mining, NLP",NLP Engineer,71
R06171,Electrical,Power Systems,7.16,"TensorFlow, Python, Machine Learning, SQL",Data Scientist,84
R06172,Data Science,Business Analytics,7.61,"Automation Testing, Selenium, Manual Testing, JUnit",QA Engineer,69
R06173,Electrical,Power Systems,7.14,"CI/CD, AWS, Terraform",DevOps Engineer,69
R06174,Artificial Intelligence,Computer Vision,7.96,"SIEM, Network Security, Firewalls",Cybersecurity Analyst,96
R06175,Electrical,Power Systems,8.41,"Ethical Hacking, SIEM, Network Security, Firewalls",Cybersecurity Analyst,85
R06176,Mechanical,Robotics,9.01,"Automation Testing, Manual Testing, Selenium",QA Engineer,85
R06177,Data Science,Business Analytics,9.74,"CI/CD, Docker, Terraform, Kubernetes, AWS",DevOps Engineer,66
R06178,Electronics,Embedded Systems,9.57,"Kubernetes, Azure, AWS, GCP",Cloud Engineer,95
R06179,Computer Science,Cloud Computing,8.01,"GCP, Kubernetes, Azure, AWS",Cloud Engineer,68
R06180,Computer Science,Cybersecurity,7.38,"AWS, Terraform, Docker, CI/CD",DevOps Engineer,83
R06181,Civil,Structural Engineering,9.17,"Transformers, NLP, Hugging Face, Text Mining, Python",NLP Engineer,79
R06182,Electronics,IoT & Cloud Systems,7.69,"JUnit, Automation Testing, Selenium",QA Engineer,100
R06183,Computer Science,Cybersecurity,7.92,"Terraform, AWS, CI/CD, Docker",DevOps Engineer,89
R06184,Data Science,Data Engineering,7.83,"GCP, Azure, AWS",Cloud Engineer,74
R06185,MBA (Tech Mgmt),Operations Management,8.16,"Manual Testing, Automation Testing, JUnit",QA Engineer,92
R06186,Electronics,VLSI Design,8.66,"Ethical Hacking, Firewalls, Network Security, Penetration Testing, SIEM",Cybersecurity Analyst,99
R06187,Data Science,Big Data,7.29,"Statistics, Python, TensorFlow, SQL, Machine Learning",Data Scientist,93
R06188,Artificial Intelligence,Deep Learning,7.85,"Cloud Security, GCP, Kubernetes, Azure, AWS",Cloud Engineer,82
R06189,Artificial Intelligence,Deep Learning,7.69,"CI/CD, Terraform, AWS, Docker, Kubernetes",DevOps Engineer,78
R06190,Information Technology,Web Development,8.38,"Data Visualization, Excel, Tableau, Power BI",Data Analyst,65
R06191,Artificial Intelligence,Natural Language Processing,8.75,"Manual Testing, Selenium, JUnit, Automation Testing",QA Engineer,96
R06192,Information Technology,Data Analytics,9.68,"Tableau, Power BI, Excel, SQL, Data Visualization",Data Analyst,78
R06193,MBA (Tech Mgmt),Digital Business,7.66,"Kubernetes, Cloud Security, Azure, GCP",Cloud Engineer,71
R06194,Electrical,Control Systems,8.06,"C++, RTOS, ARM, Embedded Systems, IoT",Embedded Engineer,88
R06195,MBA (Tech Mgmt),Digital Business,8.59,"Text Mining, NLP, Python",NLP Engineer,86
R06196,Computer Science,Cybersecurity,7.81,"Statistics, Python, TensorFlow, Machine Learning",Data Scientist,69
R06197,Artificial Intelligence,Deep Learning,8.46,"JavaScript, Redux, React, CSS, HTML",Frontend Developer,94
R06198,Artificial Intelligence,Deep Learning,9.68,"AWS, Kubernetes, Docker",DevOps Engineer,95
R06199,Mechanical,Robotics,7.08,"Excel, Tableau, Data Visualization",Data Analyst,72
R06200,Data Science,Data Engineering,8.16,"Statistics, Machine Learning, TensorFlow, Python, SQL",Data Scientist,88
R06201,Electrical,Embedded Systems,8.01,"MongoDB, React, Node.js",Full Stack Developer,75
R06202,Information Technology,Software Engineering,9.59,"Hugging Face, NLP, Transformers, Python, Text Mining",NLP Engineer,81
R06203,MBA (Tech Mgmt),Operations Management,9.09,"Python, Transformers, Text Mining",NLP Engineer,76
R06204,MBA (Tech Mgmt),Operations Management,8.98,"IoT, C++, ARM, Embedded Systems",Embedded Engineer,72
R06205,Data Science,Big Data,8.88,"Microservices, REST APIs, SQL, Spring Boot",Backend Developer,70
R06206,Information Technology,Software Engineering,7.8,"SEO, Content Marketing, Google Analytics, AdWords",Digital Marketing Exec,92
R06207,MBA (Tech Mgmt),Operations Management,8.24,"SIEM, Firewalls, Penetration Testing, Network Security",Cybersecurity Analyst,68
R06208,Electronics,Embedded Systems,7.21,"Express.js, MongoDB, Docker",Full Stack Developer,86
R06209,Civil,Structural Engineering,8.25,"Roadmap Planning, Scrum, Stakeholder Management, Agile",Product Manager,74
R06210,Artificial Intelligence,Deep Learning,9.71,"CI/CD, AWS, Kubernetes, Terraform, Docker",DevOps Engineer,80
R06211,MBA (Tech Mgmt),Operations Management,9.64,"JavaScript, CSS, Redux, HTML, React",Frontend Developer,91
R06212,Civil,Construction Management,7.7,"SQL, Excel, Power BI, Data Visualization, Tableau",Data Analyst,69
R06213,Artificial Intelligence,Deep Learning,9.75,"Embedded Systems, IoT, C++, ARM, RTOS",Embedded Engineer,91
R06214,Computer Science,Web Development,9.28,"Scrum, Roadmap Planning, Agile, Stakeholder Management",Product Manager,97
R06215,Information Technology,Software Engineering,8.12,"Redux, CSS, HTML, JavaScript, React",Frontend Developer,87
R06216,Civil,Construction Management,8.23,"Google Analytics, Content Marketing, AdWords",Digital Marketing Exec,81
R06217,Computer Science,Artificial Intelligence,8.68,"Tableau, Data Visualization, Power BI, Excel",Data Analyst,90
R06218,Electrical,Control Systems,9.61,"GCP, Cloud Security, Kubernetes",Cloud Engineer,65
R06219,Computer Science,Web Development,8.68,"Stakeholder Management, Agile, Roadmap Planning",Product Manager,79
R06220,Computer Science,Cloud Computing,7.0,"JUnit, Automation Testing, Manual Testing",QA Engineer,77
R06221,Artificial Intelligence,Computer Vision,8.47,"SQL, REST APIs, Java, Microservices, Spring Boot",Backend Developer,76
R06222,Electronics,Embedded Systems,9.2,"Excel, Data Visualization, Tableau, Power BI, SQL",Data Analyst,68
R06223,Information Technology,Human-Computer Interaction,7.55,"NLP, Transformers, Python, Hugging Face",NLP Engineer,77
R06224,MBA (Tech Mgmt),Product Management,9.64,"AWS, Azure, Kubernetes, GCP, Cloud Security",Cloud Engineer,73
R06225,Civil,Construction Management,8.33,"CSS, Redux, HTML, JavaScript, React",Frontend Developer,69
R06226,Mechanical,Automation,9.69,"GCP, Cloud Security, Kubernetes, AWS, Azure",Cloud Engineer,91
R06227,Artificial Intelligence,Deep Learning,9.31,"AdWords, SEO, Google Analytics, Content Marketing",Digital Marketing Exec,70
R06228,Artificial Intelligence,Deep Learning,8.62,"IoT, RTOS, Embedded Systems",Embedded Engineer,81
R06229,MBA (Tech Mgmt),Product Management,8.41,"Transformers, NLP, Python, Text Mining, Hugging Face",NLP Engineer,90
R06230,Information Technology,Software Engineering,8.91,"Text Mining, Python, Hugging Face, NLP",NLP Engineer,82
R06231,Information Technology,Data Analytics,7.01,"Stakeholder Management, Scrum, Roadmap Planning, Agile",Product Manager,85
R06232,Electrical,Control Systems,9.18,"JUnit, Selenium, Automation Testing",QA Engineer,94
R06233,Electronics,Embedded Systems,7.49,"React, JavaScript, CSS, Redux, HTML",Frontend Developer,96
R06234,Mechanical,Automation,8.45,"Express.js, Node.js, React, Docker",Full Stack Developer,94
R06235,Civil,Structural Engineering,8.26,"SQL, Java, REST APIs",Backend Developer,96
R06236,Artificial Intelligence,Deep Learning,8.59,"Penetration Testing, SIEM, Firewalls, Network Security, Ethical Hacking",Cybersecurity Analyst,90
R06237,Artificial Intelligence,Deep Learning,7.31,"Machine Learning, Python, TensorFlow, SQL",Data Scientist,69
R06238,Artificial Intelligence,Natural Language Processing,9.05,"Excel, Power BI, SQL, Data Visualization",Data Analyst,68
R06239,Mechanical,Product Design,9.25,"Transformers, Python, NLP",NLP Engineer,81
R06240,MBA (Tech Mgmt),Product Management,8.61,"Kubernetes, Cloud Security, AWS",Cloud Engineer,80
R06241,Electronics,IoT & Cloud Systems,7.59,"Prototyping, UI/UX Design, Figma, User Research, Wireframing",UI/UX Designer,77
R06242,MBA (Tech Mgmt),Operations Management,7.21,"SQL, Java, Microservices, REST APIs, Spring Boot",Backend Developer,78
R06243,Data Science,Big Data,7.17,"SQL, Power BI, Excel, Tableau, Data Visualization",Data Analyst,69
R06244,Data Science,Data Engineering,8.21,"Microservices, REST APIs, Java, Spring Boot",Backend Developer,84
R06245,Mechanical,Automation,9.14,"Stakeholder Management, Agile, Roadmap Planning, Scrum",Product Manager,88
R06246,Electronics,IoT & Cloud Systems,8.66,"Selenium, Manual Testing, JUnit, Automation Testing",QA Engineer,81
R06247,Data Science,Business Analytics,9.09,"Express.js, Docker, Node.js",Full Stack Developer,76
R06248,Civil,Structural Engineering,7.52,"Firewalls, Ethical Hacking, Penetration Testing, SIEM, Network Security",Cybersecurity Analyst,93
R06249,Mechanical,Product Design,7.03,"AdWords, Content Marketing, Google Analytics, SEO",Digital Marketing Exec,99
R06250,Electrical,Power Systems,7.72,"AWS, Kubernetes, Terraform",DevOps Engineer,81
R06251,MBA (Tech Mgmt),Product Management,8.83,"Roadmap Planning, Agile, Scrum",Product Manager,78
R06252,Artificial Intelligence,Deep Learning,8.75,"Java, Microservices, REST APIs",Backend Developer,83
R06253,Computer Science,Artificial Intelligence,8.0,"Python, Transformers, Hugging Face, Text Mining",NLP Engineer,94
R06254,Electrical,Embedded Systems,9.71,"Spring Boot, Microservices, Java",Backend Developer,68
R06255,Civil,Structural Engineering,8.45,"GCP, AWS, Cloud Security, Kubernetes",Cloud Engineer,98
R06256,Electronics,VLSI Design,7.58,"RTOS, ARM, Embedded Systems",Embedded Engineer,86
R06257,Data Science,Business Analytics,8.73,"SIEM, Network Security, Penetration Testing",Cybersecurity Analyst,79
R06258,Electrical,Power Systems,8.04,"RTOS, IoT, ARM",Embedded Engineer,72
R06259,MBA (Tech Mgmt),Operations Management,8.48,"JUnit, Selenium, Manual Testing, Automation Testing",QA Engineer,75
R06260,Artificial Intelligence,Deep Learning,9.42,"Figma, Prototyping, UI/UX Design, Wireframing, User Research",UI/UX Designer,95
R06261,MBA (Tech Mgmt),Product Management,7.84,"Manual Testing, JUnit, Selenium, Automation Testing",QA Engineer,75
R06262,Information Technology,Human-Computer Interaction,8.54,"Scrum, Roadmap Planning, Stakeholder Management, Agile",Product Manager,72
R06263,Electrical,Embedded Systems,9.16,"REST APIs, Microservices, Java, SQL, Spring Boot",Backend Developer,70
R06264,MBA (Tech Mgmt),Operations Management,7.64,"Figma, User Research, Prototyping",UI/UX Designer,98
R06265,Electrical,Control Systems,7.56,"Firewalls, Ethical Hacking, Network Security, Penetration Testing, SIEM",Cybersecurity Analyst,84
R06266,Data Science,Big Data,8.8,"NLP, Text Mining, Transformers, Hugging Face",NLP Engineer,77
R06267,Mechanical,Automation,7.7,"Transformers, Text Mining, Python, Hugging Face, NLP",NLP Engineer,92
R06268,Civil,Structural Engineering,8.97,"SQL, TensorFlow, Python, Machine Learning, Statistics",Data Scientist,96
R06269,Computer Science,Cybersecurity,7.79,"Machine Learning, Statistics, TensorFlow, Python",Data Scientist,89
R06270,Artificial Intelligence,Natural Language Processing,8.46,"SQL, Statistics, Machine Learning",Data Scientist,69
R06271,MBA (Tech Mgmt),Operations Management,7.62,"GCP, AWS, Azure",Cloud Engineer,80
R06272,Computer Science,Software Engineering,8.11,"Terraform, AWS, CI/CD, Docker",DevOps Engineer,79
R06273,Electrical,Power Systems,8.44,"Microservices, Spring Boot, Java, SQL, REST APIs",Backend Developer,95
R06274,Artificial Intelligence,Computer Vision,8.56,"Machine Learning, Statistics, Python",Data Scientist,81
R06275,Electronics,VLSI Design,8.08,"Hugging Face, Text Mining, Python, Transformers",NLP Engineer,65
R06276,Data Science,Big Data,9.14,"Firewalls, Ethical Hacking, Network Security, Penetration Testing, SIEM",Cybersecurity Analyst,72
R06277,Computer Science,Cloud Computing,7.48,"Manual Testing, Automation Testing, Selenium, JUnit",QA Engineer,67
R06278,Artificial Intelligence,Natural Language Processing,7.78,"SQL, Tableau, Power BI, Excel, Data Visualization",Data Analyst,72
R06279,Artificial Intelligence,Natural Language Processing,8.04,"JUnit, Manual Testing, Selenium",QA Engineer,83
R06280,MBA (Tech Mgmt),Digital Business,7.88,"AdWords, Content Marketing, SEO",Digital Marketing Exec,71
R06281,Data Science,Business Analytics,9.77,"JUnit, Automation Testing, Manual Testing",QA Engineer,82
R06282,MBA (Tech Mgmt),Product Management,9.77,"Embedded Systems, IoT, ARM, RTOS, C++",Embedded Engineer,92
R06283,Data Science,Big Data,7.3,"Machine Learning, SQL, Python, Statistics",Data Scientist,98
R06284,Mechanical,Automation,7.6,"Penetration Testing, Firewalls, SIEM, Network Security",Cybersecurity Analyst,84
R06285,Electronics,IoT & Cloud Systems,7.75,"React, HTML, CSS",Frontend Developer,70
R06286,Electrical,Control Systems,8.58,"Express.js, React, Node.js, MongoDB",Full Stack Developer,74
R06287,Artificial Intelligence,Natural Language Processing,7.23,"IoT, C++, Embedded Systems, ARM, RTOS",Embedded Engineer,69
R06288,Electronics,Embedded Systems,9.75,"HTML, JavaScript, Redux, CSS",Frontend Developer,100
R06289,Data Science,Data Engineering,8.15,"Network Security, Penetration Testing, SIEM",Cybersecurity Analyst,76
R06290,Data Science,Big Data,7.92,"AWS, Kubernetes, GCP, Cloud Security",Cloud Engineer,78
R06291,Electronics,IoT & Cloud Systems,8.78,"AdWords, Google Analytics, SEO, Content Marketing",Digital Marketing Exec,66
R06292,Artificial Intelligence,Natural Language Processing,8.31,"JavaScript, React, HTML",Frontend Developer,74
R06293,Electrical,Control Systems,9.22,"SQL, TensorFlow, Python, Machine Learning",Data Scientist,96
R06294,Computer Science,Machine Learning,8.1,"Selenium, Manual Testing, JUnit, Automation Testing",QA Engineer,87
R06295,Electrical,Embedded Systems,7.3,"ARM, IoT, RTOS, C++, Embedded Systems",Embedded Engineer,70
R06296,Civil,Structural Engineering,7.55,"Figma, UI/UX Design, Prototyping, Wireframing, User Research",UI/UX Designer,77
R06297,Civil,Structural Engineering,9.21,"JUnit, Automation Testing, Manual Testing",QA Engineer,82
R06298,Electronics,VLSI Design,7.38,"UI/UX Design, Figma, User Research, Wireframing",UI/UX Designer,94
R06299,Artificial Intelligence,Deep Learning,8.19,"Kubernetes, Azure, Cloud Security, GCP",Cloud Engineer,92
R06300,Information Technology,Data Analytics,7.73,"Python, Transformers, Hugging Face",NLP Engineer,94
R06301,Electronics,Embedded Systems,9.4,"Transformers, Python, Hugging Face, Text Mining",NLP Engineer,83
R06302,Electronics,VLSI Design,7.94,"Stakeholder Management, Scrum, Agile, Roadmap Planning",Product Manager,88
R06303,Information Technology,Human-Computer Interaction,9.3,"Network Security, Penetration Testing, Firewalls",Cybersecurity Analyst,78
R06304,Artificial Intelligence,Natural Language Processing,7.14,"Firewalls, Penetration Testing, SIEM, Ethical Hacking, Network Security",Cybersecurity Analyst,69
R06305,MBA (Tech Mgmt),Operations Management,9.31,"Firewalls, SIEM, Network Security",Cybersecurity Analyst,74
R06306,Electrical,Control Systems,7.34,"Statistics, Machine Learning, Python, TensorFlow",Data Scientist,66
R06307,Computer Science,Cloud Computing,8.64,"CI/CD, Terraform, Docker, AWS",DevOps Engineer,67
R06308,Computer Science,Machine Learning,8.41,"Figma, UI/UX Design, Prototyping, Wireframing",UI/UX Designer,81
R06309,Electronics,IoT & Cloud Systems,8.29,"Excel, Tableau, SQL, Data Visualization, Power BI",Data Analyst,95
R06310,Artificial Intelligence,Computer Vision,8.55,"Terraform, Kubernetes, Docker, CI/CD",DevOps Engineer,72
R06311,MBA (Tech Mgmt),Operations Management,8.02,"ARM, IoT, RTOS",Embedded Engineer,82
R06312,Civil,Construction Management,9.36,"JavaScript, Redux, React, CSS",Frontend Developer,91
R06313,Electronics,VLSI Design,8.78,"Tableau, Data Visualization, Power BI, Excel, SQL",Data Analyst,83
R06314,Computer Science,Software Engineering,7.3,"SQL, Power BI, Tableau",Data Analyst,65
R06315,Civil,Structural Engineering,8.81,"Tableau, Data Visualization, SQL",Data Analyst,90
R06316,Data Science,Business Analytics,9.6,"IoT, ARM, C++, Embedded Systems",Embedded Engineer,67
R06317,Electronics,VLSI Design,8.88,"CI/CD, Docker, AWS, Terraform",DevOps Engineer,69
R06318,Data Science,Big Data,7.3,"Python, Machine Learning, Statistics",Data Scientist,74
R06319,Information Technology,Data Analytics,7.04,"Embedded Systems, IoT, C++",Embedded Engineer,65
R06320,Information Technology,Human-Computer Interaction,7.26,"Text Mining, NLP, Hugging Face, Python",NLP Engineer,94
R06321,Artificial Intelligence,Deep Learning,8.1,"JavaScript, CSS, Redux, React",Frontend Developer,95
R06322,Data Science,Business Analytics,9.37,"Docker, CI/CD, Terraform",DevOps Engineer,85
R06323,Electrical,Power Systems,8.17,"User Research, Wireframing, UI/UX Design, Figma",UI/UX Designer,91
R06324,Civil,Construction Management,7.94,"Python, Hugging Face, Transformers",NLP Engineer,80
R06325,Electronics,IoT & Cloud Systems,8.3,"AWS, CI/CD, Kubernetes",DevOps Engineer,99
R06326,Information Technology,Software Engineering,9.2,"SQL, Power BI, Data Visualization",Data Analyst,96
R06327,Civil,Structural Engineering,9.23,"Network Security, Firewalls, Penetration Testing",Cybersecurity Analyst,71
R06328,Mechanical,Product Design,9.43,"Hugging Face, NLP, Transformers, Python, Text Mining",NLP Engineer,91
R06329,Civil,Structural Engineering,7.04,"Hugging Face, Transformers, Text Mining, Python",NLP Engineer,71
R06330,Computer Science,Software Engineering,7.38,"MongoDB, React, Express.js",Full Stack Developer,99
R06331,Electronics,Embedded Systems,7.0,"SEO, Google Analytics, Content Marketing, AdWords",Digital Marketing Exec,72
R06332,Electrical,Control Systems,9.42,"SQL, Excel, Data Visualization",Data Analyst,86
R06333,MBA (Tech Mgmt),Digital Business,7.23,"CSS, Redux, JavaScript",Frontend Developer,75
R06334,MBA (Tech Mgmt),Product Management,8.56,"Spring Boot, SQL, Java",Backend Developer,71
R06335,Data Science,Business Analytics,9.68,"AWS, GCP, Cloud Security, Azure, Kubernetes",Cloud Engineer,66
R06336,Electrical,Power Systems,7.23,"SIEM, Ethical Hacking, Firewalls, Network Security",Cybersecurity Analyst,75
R06337,Data Science,Data Engineering,7.13,"Express.js, MongoDB, Docker, Node.js, React",Full Stack Developer,100
R06338,Mechanical,Automation,7.56,"Agile, Scrum, Stakeholder Management, Roadmap Planning",Product Manager,79
R06339,Civil,Structural Engineering,9.13,"Python, Transformers, Hugging Face, Text Mining, NLP",NLP Engineer,90
R06340,Data Science,Data Engineering,7.05,"Data Visualization, Power BI, SQL",Data Analyst,68
R06341,Civil,Construction Management,7.7,"JavaScript, CSS, React, Redux, HTML",Frontend Developer,87
